"","name","year","unemprate"
"582","Decatur",2009,6.725
"583","Decatur",2010,6.175
"584","Decatur",2011,5.06666666666667
"585","Decatur",2012,4.45833333333333
"586","Decatur",2013,4.525
"587","Decatur",2014,3.78333333333333
"588","Decatur",2015,3.24166666666667
"589","Decatur",2016,3.2
"590","Decatur",2017,2.63333333333333
"591","Decatur",2018,2.30833333333333
"592","Decatur",2019,2.25833333333333
"593","Decatur",2020,3.84166666666667
"594","Decatur",2021,3.35
"595","Delaware",2000,2.89166666666667
"596","Delaware",2001,3.61666666666667
"597","Delaware",2002,4.95833333333333
"598","Delaware",2003,4.94166666666667
"599","Delaware",2004,4.75
"600","Delaware",2005,4.44166666666667
"601","Delaware",2006,3.65
"602","Delaware",2007,3.55833333333333
"603","Delaware",2008,3.925
"604","Delaware",2009,6.69166666666667
"605","Delaware",2010,6.16666666666667
"606","Delaware",2011,5.55833333333333
"607","Delaware",2012,4.50833333333333
"608","Delaware",2013,4.3
"609","Delaware",2014,3.775
"610","Delaware",2015,3.35
"611","Delaware",2016,3.43333333333333
"612","Delaware",2017,2.64166666666667
"613","Delaware",2018,2.13333333333333
"614","Delaware",2019,2.375
"615","Delaware",2020,3.975
"616","Delaware",2021,3.63333333333333
"617","Des Moines",2000,3.55833333333333
"618","Des Moines",2001,4.99166666666667
"619","Des Moines",2002,5.95
"620","Des Moines",2003,6.61666666666667
"621","Des Moines",2004,5.91666666666667
"622","Des Moines",2005,5.45833333333333
"623","Des Moines",2006,4.70833333333333
"624","Des Moines",2007,4.44166666666667
"625","Des Moines",2008,5.79166666666667
"626","Des Moines",2009,8.03333333333333
"627","Des Moines",2010,7.60833333333333
"628","Des Moines",2011,6.86666666666667
"629","Des Moines",2012,6.18333333333333
"630","Des Moines",2013,6.03333333333333
"631","Des Moines",2014,4.99166666666667
"632","Des Moines",2015,4.66666666666667
"633","Des Moines",2016,4.9
"634","Des Moines",2017,4.2
"635","Des Moines",2018,3.35833333333333
"636","Des Moines",2019,3.99166666666667
"637","Des Moines",2020,7.425
"638","Des Moines",2021,6.36666666666667
"639","Dickinson",2000,2.81666666666667
"640","Dickinson",2001,3.33333333333333
"641","Dickinson",2002,3.775
"642","Dickinson",2003,4.625
"643","Dickinson",2004,4.1
"644","Dickinson",2005,4.36666666666667
"645","Dickinson",2006,4.10833333333333
"646","Dickinson",2007,3.96666666666667
"647","Dickinson",2008,4.40833333333333
"648","Dickinson",2009,7.21666666666667
"649","Dickinson",2010,6.99166666666667
"650","Dickinson",2011,6.48333333333333
"651","Dickinson",2012,5.73333333333333
"652","Dickinson",2013,5.38333333333333
"653","Dickinson",2014,4.71666666666667
"654","Dickinson",2015,3.90833333333333
"655","Dickinson",2016,4.29166666666667
"656","Dickinson",2017,3.69166666666667
"657","Dickinson",2018,3.28333333333333
"658","Dickinson",2019,2.96666666666667
"659","Dickinson",2020,5.075
"660","Dickinson",2021,4.56666666666667
"661","Dubuque",2000,3.28333333333333
"662","Dubuque",2001,4.15
"663","Dubuque",2002,4.01666666666667
"664","Dubuque",2003,4.28333333333333
"665","Dubuque",2004,4.39166666666667
"666","Dubuque",2005,4.35833333333333
"667","Dubuque",2006,3.65833333333333
"668","Dubuque",2007,3.975
"669","Dubuque",2008,4.35
"670","Dubuque",2009,6.6
"671","Dubuque",2010,5.89166666666667
"672","Dubuque",2011,5.15833333333333
"673","Dubuque",2012,4.55
"674","Dubuque",2013,4.54166666666667
"675","Dubuque",2014,4.11666666666667
"676","Dubuque",2015,3.63333333333333
"677","Dubuque",2016,3.525
"678","Dubuque",2017,2.96666666666667
"679","Dubuque",2018,2.475
"680","Dubuque",2019,2.65833333333333
"681","Dubuque",2020,5.84166666666667
"682","Dubuque",2021,4.7
"683","Emmet",2000,2.90833333333333
"684","Emmet",2001,3.84166666666667
"685","Emmet",2002,4.48333333333333
"686","Emmet",2003,5.3
"687","Emmet",2004,4.51666666666667
"688","Emmet",2005,4.43333333333333
"689","Emmet",2006,4.025
"690","Emmet",2007,3.7
"691","Emmet",2008,3.94166666666667
"692","Emmet",2009,8.28333333333333
"693","Emmet",2010,7.175
"694","Emmet",2011,5.7
"695","Emmet",2012,4.49166666666667
"696","Emmet",2013,4.11666666666667
"697","Emmet",2014,3.94166666666667
"698","Emmet",2015,3.69166666666667
"699","Emmet",2016,4.23333333333333
"700","Emmet",2017,3.16666666666667
"701","Emmet",2018,2.8
"702","Emmet",2019,2.59166666666667
"703","Emmet",2020,4.93333333333333
"704","Emmet",2021,4.41666666666667
"705","Fayette",2000,3.84166666666667
"706","Fayette",2001,4.74166666666667
"707","Fayette",2002,4.80833333333333
"708","Fayette",2003,5.05833333333333
"709","Fayette",2004,5.26666666666667
"710","Fayette",2005,5.04166666666667
"711","Fayette",2006,4.525
"712","Fayette",2007,4.39166666666667
"713","Fayette",2008,5.275
"714","Fayette",2009,8.59166666666667
"715","Fayette",2010,7.28333333333333
"716","Fayette",2011,6.33333333333333
"717","Fayette",2012,5.43333333333333
"718","Fayette",2013,5.25833333333333
"719","Fayette",2014,5.00833333333333
"720","Fayette",2015,4.49166666666667
"721","Fayette",2016,4.38333333333333
"722","Fayette",2017,3.625
"723","Fayette",2018,3.03333333333333
"724","Fayette",2019,3.58333333333333
"725","Fayette",2020,5.46666666666667
"726","Fayette",2021,5.03333333333333
"727","Floyd",2000,3.775
"728","Floyd",2001,4.26666666666667
"729","Floyd",2002,4.725
"730","Floyd",2003,4.975
"731","Floyd",2004,4.925
"732","Floyd",2005,5.05
"733","Floyd",2006,4.66666666666667
"734","Floyd",2007,4.46666666666667
"735","Floyd",2008,5.8
"736","Floyd",2009,8.725
"737","Floyd",2010,7.40833333333333
"738","Floyd",2011,6.59166666666667
"739","Floyd",2012,6.25833333333333
"740","Floyd",2013,5.525
"741","Floyd",2014,4.525
"742","Floyd",2015,3.74166666666667
"743","Floyd",2016,3.59166666666667
"744","Floyd",2017,3.21666666666667
"745","Floyd",2018,2.76666666666667
"746","Floyd",2019,3.6
"747","Floyd",2020,6.03333333333333
"748","Floyd",2021,4.6
"749","Franklin",2000,2.79166666666667
"750","Franklin",2001,3.375
"751","Franklin",2002,4.225
"752","Franklin",2003,4.5
