"","name","year","month","unemprate"
"14220","Madison",2003,"January",6
"14221","Madison",2003,"February",6.1
"14222","Madison",2003,"March",6.2
"14223","Madison",2003,"April",4.8
"14224","Madison",2003,"May",4.1
"14225","Madison",2003,"June",4
"14226","Madison",2003,"July",3.7
"14227","Madison",2003,"August",3.5
"14228","Madison",2003,"September",3.4
"14229","Madison",2003,"October",3.3
"14230","Madison",2003,"November",3.4
"14231","Madison",2003,"December",4.7
"14232","Madison",2004,"January",7.1
"14233","Madison",2004,"February",7
"14234","Madison",2004,"March",5.8
"14235","Madison",2004,"April",3.7
"14236","Madison",2004,"May",4.1
"14237","Madison",2004,"June",4.3
"14238","Madison",2004,"July",4.1
"14239","Madison",2004,"August",4
"14240","Madison",2004,"September",4.1
"14241","Madison",2004,"October",4.1
"14242","Madison",2004,"November",3.7
"14243","Madison",2004,"December",4.9
"14244","Madison",2005,"January",7.1
"14245","Madison",2005,"February",6.9
"14246","Madison",2005,"March",5.4
"14247","Madison",2005,"April",4
"14248","Madison",2005,"May",4
"14249","Madison",2005,"June",3.9
"14250","Madison",2005,"July",3.7
"14251","Madison",2005,"August",3.2
"14252","Madison",2005,"September",3.5
"14253","Madison",2005,"October",3.5
"14254","Madison",2005,"November",3.8
"14255","Madison",2005,"December",5.8
"14256","Madison",2006,"January",5.9
"14257","Madison",2006,"February",5.7
"14258","Madison",2006,"March",4.8
"14259","Madison",2006,"April",3.3
"14260","Madison",2006,"May",3.1
"14261","Madison",2006,"June",3.4
"14262","Madison",2006,"July",3.3
"14263","Madison",2006,"August",3.2
"14264","Madison",2006,"September",3.5
"14265","Madison",2006,"October",3.2
"14266","Madison",2006,"November",3.4
"14267","Madison",2006,"December",4.2
"14268","Madison",2007,"January",5.4
"14269","Madison",2007,"February",5.8
"14270","Madison",2007,"March",5
"14271","Madison",2007,"April",3.9
"14272","Madison",2007,"May",3.6
"14273","Madison",2007,"June",3.4
"14274","Madison",2007,"July",3.3
"14275","Madison",2007,"August",3.5
"14276","Madison",2007,"September",3.6
"14277","Madison",2007,"October",3.6
"14278","Madison",2007,"November",3.5
"14279","Madison",2007,"December",4.9
"14280","Madison",2008,"January",6.5
"14281","Madison",2008,"February",6.2
"14282","Madison",2008,"March",6.1
"14283","Madison",2008,"April",4.7
"14284","Madison",2008,"May",3.8
"14285","Madison",2008,"June",4.5
"14286","Madison",2008,"July",3.8
"14287","Madison",2008,"August",4
"14288","Madison",2008,"September",3.7
"14289","Madison",2008,"October",3.7
"14290","Madison",2008,"November",4.3
"14291","Madison",2008,"December",6
"14292","Madison",2009,"January",9
"14293","Madison",2009,"February",8.5
"14294","Madison",2009,"March",8.6
"14295","Madison",2009,"April",6.3
"14296","Madison",2009,"May",5.9
"14297","Madison",2009,"June",6.4
"14298","Madison",2009,"July",5.6
"14299","Madison",2009,"August",5.6
"14300","Madison",2009,"September",5.5
"14301","Madison",2009,"October",5.5
"14302","Madison",2009,"November",5.9
"14303","Madison",2009,"December",7.8
"14304","Madison",2010,"January",8.5
"14305","Madison",2010,"February",8.3
"14306","Madison",2010,"March",8
"14307","Madison",2010,"April",6.2
"14308","Madison",2010,"May",5.9
"14309","Madison",2010,"June",6.1
"14310","Madison",2010,"July",6
"14311","Madison",2010,"August",6
"14312","Madison",2010,"September",5.8
"14313","Madison",2010,"October",5.4
"14314","Madison",2010,"November",5.7
"14315","Madison",2010,"December",6.4
"14316","Madison",2011,"January",7.9
"14317","Madison",2011,"February",7.8
"14318","Madison",2011,"March",7.4
"14319","Madison",2011,"April",5.8
"14320","Madison",2011,"May",5.7
"14321","Madison",2011,"June",5.9
"14322","Madison",2011,"July",5.5
"14323","Madison",2011,"August",5.5
"14324","Madison",2011,"September",5.2
"14325","Fremont",2003,"July",3.5
"14326","Fremont",2003,"August",3.5
"14327","Fremont",2003,"September",3.3
"14328","Fremont",2003,"October",3
"14329","Fremont",2003,"November",3.4
"14330","Fremont",2003,"December",3.4
"14331","Fremont",2004,"January",4.3
"14332","Fremont",2004,"February",3.8
"14333","Fremont",2004,"March",3.8
"14334","Fremont",2004,"April",3.4
"14335","Fremont",2004,"May",3.6
"14336","Fremont",2004,"June",4.1
"14337","Fremont",2004,"July",4.2
"14338","Fremont",2004,"August",4.3
"14339","Fremont",2004,"September",4.1
"14340","Fremont",2004,"October",3.9
"14341","Fremont",2004,"November",4.4
"14342","Fremont",2004,"December",4.5
"14343","Fremont",2005,"January",4.8
"14344","Fremont",2005,"February",4.6
"14345","Fremont",2005,"March",4.3
"14346","Fremont",2005,"April",3.8
"14347","Fremont",2005,"May",3.9
"14348","Fremont",2005,"June",4.2
"14349","Fremont",2005,"July",3.8
"14350","Fremont",2005,"August",3.7
"14351","Fremont",2005,"September",3.7
"14352","Fremont",2005,"October",3.5
"14353","Fremont",2005,"November",3.9
"14354","Fremont",2005,"December",3.8
"14355","Fremont",2006,"January",4.3
"14356","Fremont",2006,"February",4.5
"14357","Fremont",2006,"March",4
"14358","Fremont",2006,"April",3.7
"14359","Fremont",2006,"May",3.2
"14360","Fremont",2006,"June",3.9
"14361","Fremont",2006,"July",3.7
"14362","Fremont",2006,"August",3.8
"14363","Fremont",2006,"September",3.3
"14364","Fremont",2006,"October",3.2
"14365","Fremont",2006,"November",3.6
"14366","Fremont",2006,"December",3.8
"14367","Fremont",2007,"January",4.4
"14368","Fremont",2007,"February",4.1
"14369","Fremont",2007,"March",3.8
"14370","Fremont",2007,"April",3.8
"14371","Fremont",2007,"May",3.5
"14372","Fremont",2007,"June",4.1
"14373","Fremont",2007,"July",4.4
"14374","Fremont",2007,"August",4.1
"14375","Fremont",2007,"September",4
"14376","Fremont",2007,"October",3.6
"14377","Fremont",2007,"November",4.2
"14378","Fremont",2007,"December",4.5
"14379","Fremont",2008,"January",4.5
"14380","Fremont",2008,"February",4.3
"14381","Fremont",2008,"March",4.2
"14382","Fremont",2008,"April",3.6
"14383","Fremont",2008,"May",3.9
"14384","Fremont",2008,"June",4.5
"14385","Fremont",2008,"July",4.5
"14386","Fremont",2008,"August",4.9
"14387","Fremont",2008,"September",4.8
"14388","Fremont",2008,"October",4.3
"14389","Fremont",2008,"November",4.6
"14390","Fremont",2008,"December",5.5
"14391","Fremont",2009,"January",6.9
"14392","Fremont",2009,"February",7.3
"14393","Fremont",2009,"March",7.4
"14394","Fremont",2009,"April",6.4
"14395","Fremont",2009,"May",6.8
"14396","Fremont",2009,"June",6.9
"14397","Fremont",2009,"July",6.9
"14398","Fremont",2009,"August",7.1
"14399","Fremont",2009,"September",6.5
"14400","Fremont",2009,"October",6.5
"14401","Fremont",2009,"November",6.3
"14402","Fremont",2009,"December",7.5
"14403","Fremont",2010,"January",7.8
"14404","Fremont",2010,"February",6.9
"14405","Fremont",2010,"March",6.3
"14406","Fremont",2010,"April",6
"14407","Fremont",2010,"May",5.7
"14408","Fremont",2010,"June",5.9
"14409","Fremont",2010,"July",5.8
"14410","Fremont",2010,"August",5.7
"14411","Fremont",2010,"September",5.5
"14412","Fremont",2010,"October",5.2
"14413","Fremont",2010,"November",5.5
"14414","Fremont",2010,"December",5.7
"14415","Fremont",2011,"January",6.1
"14416","Fremont",2011,"February",5.5
"14417","Fremont",2011,"March",5.3
"14418","Fremont",2011,"April",4.9
"14419","Fremont",2011,"May",5.2
"14420","Fremont",2011,"June",6.5
"14421","Fremont",2011,"July",6.5
"14422","Fremont",2011,"August",6.5
"14423","Fremont",2011,"September",6.5
"14424","Fremont",2011,"October",6.1
"14425","Fremont",2011,"November",5.6
"14426","Fremont",2011,"December",6.1
"14427","Fremont",2012,"January",5.9
"14428","Fremont",2012,"February",5.5
"14429","Fremont",2012,"March",5.5
"14430","Fremont",2012,"April",5.3
"14431","Fremont",2012,"May",5.1
"14432","Fremont",2012,"June",5.3
"14433","Fremont",2012,"July",5.6
"14434","Fremont",2012,"August",5.5
"14435","Fremont",2012,"September",4.9
"14436","Fremont",2012,"October",4.6
"14437","Fremont",2012,"November",4.4
"14438","Fremont",2012,"December",4.2
"14439","Fremont",2013,"January",5
"14440","Fremont",2013,"February",5
"14441","Fremont",2013,"March",4.6
"14442","Fremont",2013,"April",4.4
"14443","Fremont",2013,"May",3.9
"14444","Fremont",2013,"June",4.1
"14445","Fremont",2013,"July",3.9
"14446","Fremont",2013,"August",3.9
"14447","Fremont",2013,"September",4
"14448","Fremont",2013,"October",3.9
"14449","Fremont",2013,"November",3.8
"14450","Fremont",2013,"December",4.1
"14451","Fremont",2014,"January",4.8
"14452","Fremont",2014,"February",4.5
"14453","Fremont",2014,"March",4.1
"14454","Fremont",2014,"April",3.4
"14455","Fremont",2014,"May",3.8
"14456","Fremont",2014,"June",3.9
"14457","Fremont",2014,"July",3.9
"14458","Fremont",2014,"August",3.7
"14459","Fremont",2014,"September",3.5
"14460","Fremont",2014,"October",3.3
"14461","Fremont",2014,"November",3.5
"14462","Fremont",2014,"December",3.7
"14463","Henry",2008,"February",5.2
"14464","Henry",2008,"March",5
"14465","Henry",2008,"April",4.4
"14466","Henry",2008,"May",4.7
"14467","Henry",2008,"June",5
"14468","Henry",2008,"July",5.1
"14469","Henry",2008,"August",5.1
"14470","Henry",2008,"September",5
"14471","Henry",2008,"October",5.2
"14472","Henry",2008,"November",6.7
"14473","Henry",2008,"December",7.1
"14474","Henry",2009,"January",9.1
"14475","Henry",2009,"February",10.3
"14476","Henry",2009,"March",9.9
"14477","Henry",2009,"April",9.9
"14478","Henry",2009,"May",9.9
"14479","Henry",2009,"June",9.6
"14480","Henry",2009,"July",9.6
"14481","Henry",2009,"August",9.2
"14482","Henry",2009,"September",8.4
"14483","Henry",2009,"October",8.3
"14484","Henry",2009,"November",8.5
"14485","Henry",2009,"December",9.1
"14486","Henry",2010,"January",10.6
"14487","Henry",2010,"February",9.7
"14488","Henry",2010,"March",9.3
"14489","Henry",2010,"April",9.3
"14490","Henry",2010,"May",8
"14491","Henry",2010,"June",8.3
"14492","Henry",2010,"July",7.8
"14493","Henry",2010,"August",7.8
"14494","Henry",2010,"September",7.8
"14495","Henry",2010,"October",7.3
"14496","Henry",2010,"November",7.4
"14497","Henry",2010,"December",7.9
"14498","Henry",2011,"January",9.1
"14499","Henry",2011,"February",8
"14500","Henry",2011,"March",7.5
"14501","Henry",2011,"April",6.8
"14502","Henry",2011,"May",6.2
"14503","Henry",2011,"June",6.8
"14504","Henry",2011,"July",6.5
"14505","Henry",2011,"August",6.9
"14506","Henry",2011,"September",6.4
"14507","Henry",2011,"October",6
"14508","Henry",2011,"November",6.1
"14509","Henry",2011,"December",6.7
"14510","Henry",2012,"January",7.5
"14511","Henry",2012,"February",7.1
"14512","Henry",2012,"March",6.3
"14513","Henry",2012,"April",6.3
"14514","Henry",2012,"May",5.7
"14515","Henry",2012,"June",6
"14516","Henry",2012,"July",6.1
"14517","Henry",2012,"August",5.7
"14518","Henry",2012,"September",5.2
"14519","Henry",2012,"October",5.1
"14520","Henry",2012,"November",5
"14521","Henry",2012,"December",5.5
"14522","Henry",2013,"January",7.2
"14523","Henry",2013,"February",6
"14524","Henry",2013,"March",5.9
"14525","Henry",2013,"April",5.1
"14526","Henry",2013,"May",5.2
"14527","Henry",2013,"June",5.6
"14528","Henry",2013,"July",5.3
"14529","Henry",2013,"August",5.1
"14530","Henry",2013,"September",4.7
"14531","Henry",2013,"October",4.6
"14532","Henry",2013,"November",4.3
"14533","Henry",2013,"December",4.6
"14534","Henry",2014,"January",5.5
"14535","Henry",2014,"February",5.3
"14536","Henry",2014,"March",4.9
"14537","Henry",2014,"April",4
"14538","Henry",2014,"May",4.3
"14539","Henry",2014,"June",4.6
"14540","Henry",2014,"July",4.6
"14541","Henry",2014,"August",4.4
"14542","Henry",2014,"September",4.1
"14543","Henry",2014,"October",3.6
"14544","Henry",2014,"November",3.4
"14545","Henry",2014,"December",3.9
"14546","Henry",2015,"January",4.9
"14547","Henry",2015,"February",4.3
"14548","Henry",2015,"March",4
"14549","Henry",2015,"April",3.7
"14550","Henry",2015,"May",3.9
"14551","Henry",2015,"June",4
"14552","Henry",2015,"July",4
"14553","Henry",2015,"August",4
"14554","Henry",2015,"September",3.6
"14555","Henry",2015,"October",3.3
"14556","Henry",2015,"November",3.3
"14557","Henry",2015,"December",3.5
"14558","Henry",2016,"January",4.3
"14559","Henry",2016,"February",3.9
"14560","Henry",2016,"March",3.6
"14561","Henry",2016,"April",3.5
"14562","Henry",2016,"May",3.5
"14563","Henry",2016,"June",3.8
"14564","Henry",2016,"July",3.6
"14565","Henry",2016,"August",3.7
"14566","Henry",2016,"September",3.3
"14567","Henry",2016,"October",3
"14568","Henry",2016,"November",2.7
"14569","Henry",2016,"December",3.3
"14570","Henry",2017,"January",4
"14571","Henry",2017,"February",3.5
"14572","Henry",2017,"March",3.1
"14573","Henry",2017,"April",2.8
"14574","Henry",2017,"May",2.8
"14575","Henry",2017,"June",3.2
"14576","Henry",2017,"July",3.1
"14577","Henry",2017,"August",3.2
"14578","Henry",2017,"September",2.6
"14579","Henry",2017,"October",2.2
"14580","Henry",2017,"November",2.5
"14581","Henry",2017,"December",2.7
"14582","Henry",2018,"January",3.7
"14583","Henry",2018,"February",3.3
"14584","Henry",2018,"March",2.8
"14585","Henry",2018,"April",2.3
"14586","Henry",2018,"May",2.2
"14587","Henry",2018,"June",2.6
"14588","Henry",2018,"July",2.5
"14589","Henry",2018,"August",2.4
"14590","Henry",2018,"September",2.1
"14591","Henry",2018,"October",1.9
"14592","Henry",2018,"November",2
"14593","Henry",2018,"December",2.7
"14594","Henry",2019,"January",3.3
"14595","Henry",2019,"February",2.7
"14596","Henry",2019,"March",2.6
"14597","Henry",2019,"April",2.1
"14598","Henry",2019,"May",2.3
"14599","Henry",2019,"June",2.7
"14600","Henry",2019,"July",3.1
"14601","Henry",2019,"August",3.1
"14602","Johnson",2019,"September",1.9
"14603","Johnson",2019,"October",1.7
"14604","Johnson",2019,"November",1.8
"14605","Johnson",2019,"December",2.2
"14606","Johnson",2020,"January",2.3
"14607","Johnson",2020,"February",1.9
"14608","Johnson",2020,"March",2.4
"14609","Johnson",2020,"April",10.1
"14610","Johnson",2020,"May",7.8
"14611","Johnson",2020,"June",7.1
"14612","Johnson",2020,"July",6.1
"14613","Johnson",2020,"August",5.1
"14614","Johnson",2020,"September",4.3
"14615","Johnson",2020,"October",3.4
"14616","Johnson",2020,"November",3.5
"14617","Johnson",2020,"December",3.7
"14618","Johnson",2021,"January",4
"14619","Johnson",2021,"February",4
"14620","Johnson",2021,"March",3.8
"14621","Johnson",2021,"April",3.6
"14622","Johnson",2021,"May",3.9
"14623","Johnson",2021,"June",4.4
"14624","Jones",2000,"January",4
"14625","Jones",2000,"February",3.6
"14626","Jones",2000,"March",3.1
"14627","Jones",2000,"April",2.3
"14628","Jones",2000,"May",2.1
"14629","Jones",2000,"June",2.1
"14630","Jones",2000,"July",2
"14631","Jones",2000,"August",2.3
"14632","Jones",2000,"September",2.3
"14633","Jones",2000,"October",2.4
"14634","Jones",2000,"November",2.6
"14635","Jones",2000,"December",3.2
"14636","Jones",2001,"January",4.3
"14637","Jones",2001,"February",4
"14638","Jones",2001,"March",4.2
"14639","Jones",2001,"April",3.2
"14640","Jones",2001,"May",2.8
"14641","Jones",2001,"June",3.2
"14642","Jones",2001,"July",3
"14643","Jones",2001,"August",4
"14644","Jones",2001,"September",3.6
"14645","Jones",2001,"October",3.5
"14646","Jones",2001,"November",4.4
"14647","Jones",2001,"December",4.8
"14648","Jones",2002,"January",6.4
"14649","Jones",2002,"February",5.9
"14650","Jones",2002,"March",5.4
"14651","Jones",2002,"April",4.6
"14652","Jones",2002,"May",3.7
"14653","Jones",2002,"June",4.3
"14654","Jones",2002,"July",3.9
"14655","Jones",2002,"August",3.8
"14656","Jones",2002,"September",4.2
"14657","Jones",2002,"October",3.9
"14658","Jones",2002,"November",4.4
"14659","Jones",2002,"December",5.1
"14660","Jones",2003,"January",6.7
"14661","Jones",2003,"February",6.4
"14662","Jones",2003,"March",6.3
"14663","Jones",2003,"April",5.2
"14664","Jones",2003,"May",4.5
"14665","Jones",2003,"June",5.1
"14666","Jones",2003,"July",4.6
"14667","Jones",2003,"August",4.6
"14668","Jones",2003,"September",4.8
"14669","Jones",2003,"October",3.9
"14670","Jones",2003,"November",4.5
"14671","Jones",2003,"December",5.2
"14672","Jones",2004,"January",6.5
"14673","Jones",2004,"February",6.6
"14674","Jones",2004,"March",6.4
"14675","Jones",2004,"April",4.4
"14676","Jones",2004,"May",4.4
"14677","Jones",2004,"June",5
"14678","Jones",2004,"July",4.6
"14679","Jones",2004,"August",4.6
"14680","Jones",2004,"September",4.4
"14681","Jones",2004,"October",3.9
"14682","Jones",2004,"November",4.3
"14683","Jones",2004,"December",5.3
"14684","Jones",2005,"January",6.7
"14685","Jones",2005,"February",6.7
"14686","Jones",2005,"March",6.2
"14687","Jones",2005,"April",4.5
"14688","Jones",2005,"May",4.4
"14689","Jones",2005,"June",4.3
"14690","Jones",2005,"July",3.9
"14691","Jones",2005,"August",3.7
"14692","Jones",2005,"September",3.9
"14693","Jones",2005,"October",3.9
"14694","Jones",2005,"November",4.1
"14695","Jones",2005,"December",5.1
"14696","Jones",2006,"January",5.6
"14697","Jones",2006,"February",5.5
"14698","Jones",2006,"March",4.6
"14699","Jones",2006,"April",3.5
"14700","Jones",2006,"May",3.1
"14701","Jones",2006,"June",3.5
"14702","Jones",2006,"July",3.4
"14703","Jones",2006,"August",3.1
"14704","Jones",2006,"September",3.1
"14705","Jones",2006,"October",2.9
"14706","Jones",2006,"November",3.2
"14707","Jones",2006,"December",4.3
"14708","Jones",2007,"January",5.7
"14709","Jones",2007,"February",5.6
"14710","Jones",2007,"March",5.1
"14711","Jones",2007,"April",4.1
"14712","Jones",2007,"May",3.5
"14713","Jones",2007,"June",3.8
"14714","Jones",2007,"July",3.5
"14715","Jones",2007,"August",3.5
"14716","Jones",2007,"September",3.6
"14717","Jones",2007,"October",3.5
"14718","Jones",2007,"November",3.3
"14719","Jones",2007,"December",4.5
"14720","Jones",2008,"January",5.5
"14721","Jones",2008,"February",5.8
"14722","Jones",2008,"March",5.3
"14723","Jones",2008,"April",4.1
"14724","Jones",2008,"May",3.6
"14725","Jones",2008,"June",4
"14726","Jones",2008,"July",3.8
"14727","Jones",2008,"August",3.9
"14728","Jones",2008,"September",3.7
"14729","Jones",2008,"October",3.4
"14730","Jones",2008,"November",4.1
"14731","Jones",2008,"December",6.1
"14732","Jones",2009,"January",8.9
"14733","Jones",2009,"February",8.7
"14734","Jones",2009,"March",8.9
"14735","Jones",2009,"April",7.2
"14736","Jones",2009,"May",6.8
"14737","Jones",2009,"June",7.3
"14738","Jones",2009,"July",6.7
"14739","Jones",2009,"August",6.4
"14740","Jones",2009,"September",6
"14741","Jones",2009,"October",5.7
"14742","Jones",2009,"November",5.9
"14743","Jones",2009,"December",7.1
"14744","Madison",2011,"November",5.1
"14745","Madison",2011,"December",6
"14746","Madison",2012,"January",7.2
"14747","Madison",2011,"October",4.9
"14748","Madison",2012,"February",7.4
"14749","Madison",2012,"March",6.6
"14750","Madison",2012,"April",5.3
"14751","Madison",2012,"May",5.1
"14752","Madison",2012,"June",5.4
"14753","Madison",2012,"July",5.5
"14754","Madison",2012,"August",5.3
"14755","Madison",2012,"September",4.8
"14756","Madison",2012,"October",4.6
"14757","Madison",2012,"November",4.7
"14758","Madison",2012,"December",5.4
"14759","Madison",2013,"January",7.5
"14760","Madison",2013,"February",6.7
"14761","Madison",2013,"March",6.4
"14762","Madison",2013,"April",5
"14763","Madison",2013,"May",4.5
"14764","Madison",2013,"June",4.8
"14765","Madison",2013,"July",4.6
"14766","Madison",2013,"August",4.4
"14767","Madison",2013,"September",4.1
"14768","Madison",2013,"October",4.1
"14769","Madison",2013,"November",4
"14770","Madison",2013,"December",4.5
"14771","Madison",2014,"January",6.4
"14772","Madison",2014,"February",6
"14773","Madison",2014,"March",5.8
"14774","Madison",2014,"April",4.4
"14775","Madison",2014,"May",4
"14776","Madison",2014,"June",4.2
"14777","Madison",2014,"July",4.3
"14778","Madison",2014,"August",4.1
"14779","Madison",2014,"September",3.7
"14780","Madison",2014,"October",3.6
"14781","Madison",2014,"November",3.5
"14782","Madison",2014,"December",4.3
"14783","Madison",2015,"January",5.6
"14784","Madison",2015,"February",5.3
"14785","Madison",2015,"March",5
"14786","Madison",2015,"April",3.6
"14787","Madison",2015,"May",3.5
"14788","Madison",2015,"June",3.7
"14789","Madison",2015,"July",3.7
"14790","Madison",2015,"August",3.3
"14791","Madison",2015,"September",3.2
"14792","Madison",2015,"October",2.9
"14793","Madison",2015,"November",3
"14794","Madison",2015,"December",3.8
"14795","Madison",2016,"January",5.2
"14796","Madison",2016,"February",5
"14797","Madison",2016,"March",4
"14798","Madison",2016,"April",3.2
"14799","Madison",2016,"May",3.1
"14800","Madison",2016,"June",3.4
"14801","Madison",2016,"July",3.2
"14802","Madison",2016,"August",3.2
"14803","Madison",2016,"September",3.1
"14804","Madison",2016,"October",2.9
"14805","Madison",2016,"November",2.7
"14806","Madison",2016,"December",3.3
"14807","Madison",2017,"January",5.9
"14808","Madison",2017,"February",5.1
"14809","Madison",2017,"March",4.4
"14810","Madison",2017,"April",3.6
"14811","Madison",2017,"May",3.4
"14812","Madison",2017,"June",3.6
"14813","Madison",2017,"July",3.3
"14814","Madison",2017,"August",3.3
"14815","Madison",2017,"September",2.8
"14816","Madison",2017,"October",2.4
"14817","Madison",2017,"November",2.5
"14818","Madison",2017,"December",2.8
"14819","Madison",2018,"January",4.8
"14820","Madison",2018,"February",4.7
"14821","Madison",2018,"March",4.3
"14822","Madison",2018,"April",2.9
"14823","Madison",2018,"May",2.6
"14824","Madison",2018,"June",3
"14825","Madison",2018,"July",2.8
"14826","Madison",2018,"August",2.9
"14827","Madison",2018,"September",2.5
"14828","Madison",2018,"October",2.4
"14829","Madison",2018,"November",2.4
"14830","Madison",2018,"December",3.8
"14831","Madison",2019,"January",5.3
"14832","Madison",2019,"February",5.1
"14833","Madison",2019,"March",5.4
"14834","Madison",2019,"April",3.7
"14835","Madison",2019,"May",3.1
"14836","Madison",2019,"June",3.5
"14837","Madison",2019,"July",3.2
"14838","Madison",2019,"August",3.1
"14839","Madison",2019,"September",2.7
"14840","Madison",2019,"October",2.7
"14841","Madison",2019,"November",2.9
"14842","Madison",2019,"December",3.5
"14843","Madison",2020,"January",4.9
"14844","Madison",2020,"February",4.6
"14845","Madison",2020,"March",4.4
"14846","Madison",2020,"April",12.5
"14847","Madison",2020,"May",8.7
"14848","Madison",2020,"June",7.6
"14849","Madison",2020,"July",5.9
"14850","Madison",2020,"August",4.8
"14851","Madison",2020,"September",4.3
"14852","Madison",2020,"October",3.4
"14853","Madison",2020,"November",3.6
"14854","Madison",2020,"December",4
"14855","Madison",2021,"January",5.7
"14856","Madison",2021,"February",6.3
"14857","Madison",2021,"March",5
"14858","Madison",2021,"April",3.9
"14859","Madison",2021,"May",4.3
"14860","Madison",2021,"June",4.7
"14861","Mahaska",2000,"January",3.3
"14862","Mahaska",2000,"February",3
"14863","Mahaska",2000,"March",2.7
"14864","Mahaska",2000,"April",2.3
"14865","Mahaska",2000,"May",2.1
"14866","Mahaska",2000,"June",2.1
"14867","Mahaska",2000,"July",2
"14868","Mahaska",2000,"August",2.2
"14869","Mahaska",2000,"September",2.1
"14870","Mahaska",2000,"October",2.2
"14871","Mahaska",2000,"November",2.2
"14872","Mahaska",2000,"December",2.5
"14873","Mahaska",2001,"January",3.4
"14874","Mahaska",2001,"February",3.2
"14875","Mahaska",2001,"March",3.5
"14876","Mahaska",2001,"April",3.3
"14877","Mahaska",2001,"May",2.8
"14878","Mahaska",2001,"June",3.2
"14879","Mahaska",2001,"July",3.1
"14880","Mahaska",2001,"August",4.1
"14881","Mahaska",2001,"September",3.5
"14882","Mahaska",2001,"October",3.6
"14883","Mahaska",2001,"November",3.9
"14884","Mahaska",2001,"December",4.1
"14885","Mahaska",2002,"January",4.8
"14886","Mahaska",2002,"February",4.4
"14887","Fremont",2015,"January",4.3
"14888","Fremont",2015,"February",3.7
"14889","Fremont",2015,"March",3.6
"14890","Fremont",2015,"April",3.1
"14891","Fremont",2015,"May",3.3
"14892","Fremont",2015,"June",3.2
"14893","Fremont",2015,"July",3.1
"14894","Fremont",2015,"August",2.9
"14895","Fremont",2015,"September",3
"14896","Fremont",2015,"October",3
"14897","Fremont",2015,"November",3
"14898","Fremont",2015,"December",3.1
"14899","Fremont",2016,"January",3.6
"14900","Fremont",2016,"February",3.4
"14901","Fremont",2016,"March",3.2
"14902","Fremont",2016,"April",2.7
"14903","Fremont",2016,"May",3.2
"14904","Fremont",2016,"June",3.5
"14905","Fremont",2016,"July",3.6
"14906","Fremont",2016,"August",3.7
"14907","Fremont",2016,"September",3.3
"14908","Fremont",2016,"October",3
"14909","Fremont",2016,"November",2.9
"14910","Fremont",2016,"December",3.1
"14911","Fremont",2017,"January",3.5
"14912","Fremont",2017,"February",2.9
"14913","Fremont",2017,"March",2.6
"14914","Fremont",2017,"April",2.5
"14915","Fremont",2017,"May",2.6
"14916","Fremont",2017,"June",2.6
"14917","Fremont",2017,"July",2.7
"14918","Fremont",2017,"August",2.9
"14919","Fremont",2017,"September",2.5
"14920","Fremont",2017,"October",2.2
"14921","Fremont",2017,"November",2.1
"14922","Fremont",2017,"December",2.2
"14923","Fremont",2018,"January",2.4
"14924","Fremont",2018,"February",2.2
"14925","Fremont",2018,"March",2.1
"14926","Fremont",2018,"April",1.9
"14927","Fremont",2018,"May",1.8
"14928","Fremont",2018,"June",2.1
"14929","Fremont",2018,"July",1.9
"14930","Fremont",2018,"August",2
"14931","Fremont",2018,"September",1.7
"14932","Fremont",2018,"October",1.5
"14933","Fremont",2018,"November",1.5
"14934","Fremont",2018,"December",2
"14935","Fremont",2019,"January",2.9
"14936","Fremont",2019,"February",2.5
"14937","Fremont",2019,"March",2.7
"14938","Fremont",2019,"April",3.8
"14939","Fremont",2019,"May",3.1
"14940","Fremont",2019,"June",3.9
"14941","Fremont",2019,"July",3.4
"14942","Fremont",2019,"August",3
"14943","Fremont",2019,"September",2.2
"14944","Fremont",2019,"October",1.9
"14945","Fremont",2019,"November",1.8
"14946","Fremont",2019,"December",2
"14947","Fremont",2020,"January",2.4
"14948","Fremont",2020,"February",2.1
"14949","Fremont",2020,"March",2.2
"14950","Fremont",2020,"April",5.6
"14951","Fremont",2020,"May",4.6
"14952","Fremont",2020,"June",4.5
"14953","Fremont",2020,"July",3.9
"14954","Fremont",2020,"August",2.8
"14955","Fremont",2020,"September",2.5
"14956","Fremont",2020,"October",2
"14957","Fremont",2020,"November",2.3
"14958","Fremont",2020,"December",2.6
"14959","Fremont",2021,"January",3
"14960","Fremont",2021,"February",3.1
"14961","Fremont",2021,"March",2.6
"14962","Fremont",2021,"April",2.2
"14963","Fremont",2021,"May",2.7
"14964","Fremont",2021,"June",3.2
"14965","Greene",2000,"January",4.5
"14966","Greene",2000,"February",4.3
"14967","Greene",2000,"March",3.9
"14968","Greene",2000,"April",3.3
"14969","Greene",2000,"May",2.9
"14970","Greene",2000,"June",2.8
"14971","Greene",2000,"July",2.7
"14972","Greene",2000,"August",3
"14973","Greene",2000,"September",2.7
"14974","Greene",2000,"October",2.6
"14975","Greene",2000,"November",3.1
"14976","Greene",2000,"December",4.2
"14977","Greene",2001,"January",5.3
"14978","Greene",2001,"February",4.8
"14979","Greene",2001,"March",5.1
"14980","Greene",2001,"April",3.8
"14981","Greene",2001,"May",3.1
"14982","Greene",2001,"June",3.3
"14983","Greene",2001,"July",3
"14984","Greene",2001,"August",3.1
"14985","Greene",2001,"September",2.8
"14986","Greene",2001,"October",3.7
"14987","Greene",2001,"November",3.7
"14988","Greene",2001,"December",4
