"","name","year","child_abuse_under_3","child_abuse_3_and_4","child_abuse_5"
"430","Floyd",2015,391.634980988593,509.90099009901,861.924686192469
"431","Franklin",2015,259.74025974026,448.430493273543,1333.33333333333
"432","Fremont",2015,402.843601895735,410.628019323671,1349.20634920635
"433","Greene",2015,400,736.842105263158,1536.58536585366
"434","Grundy",2015,199.5841995842,306.709265175719,362.264150943396
"435","Guthrie",2015,359.58904109589,380.434782608696,1019.41747572816
"436","Hamilton",2015,357.647058823529,472.049689440994,817.204301075269
"437","Hancock",2015,170.103092783505,279.661016949152,425.806451612903
"438","Hardin",2015,377.224199288256,614.492753623188,1452.05479452055
"439","Harrison",2015,335.664335664336,389.189189189189,867.469879518072
"440","Henry",2015,191.176470588235,390,541.666666666667
"441","Howard",2015,225.464190981432,318.352059925094,518.292682926829
"442","Humboldt",2015,303.724928366762,502.369668246445,1000
"443","Ida",2015,204.620462046205,389.937106918239,558.558558558559
"444","Iowa",2015,200.413223140496,229.314420803782,293.939393939394
"445","Jackson",2015,253.258845437616,277.551020408163,641.509433962264
"446","Jasper",2015,359.848484848485,683.453237410072,1144.57831325301
"447","Jefferson",2015,277.456647398844,521.739130434783,972.972972972973
"448","Johnson",2015,142.66717325228,227.921092564492,415.836101882613
"449","Jones",2015,320.214669051878,349.609375,913.265306122449
"450","Keokuk",2015,278.089887640449,380.769230769231,697.183098591549
"451","Kossuth",2015,208.163265306122,272.727272727273,755.555555555556
"452","Lee",2015,430.555555555556,539.717083786725,1002.0202020202
"453","Linn",2015,269.240348692403,366.192411924119,743.466299862448
"454","Louisa",2015,302.395209580838,367.272727272727,737.226277372263
"455","Lucas",2015,406.716417910448,524.038461538462,652.694610778443
"456","Lyon",2015,92.2509225092251,161.812297734628,375.93984962406
"457","Madison",2015,287.410926365796,222.018348623853,687.5
"458","Mahaska",2015,258.064516129032,349.579831932773,606.413994169096
"459","Marion",2015,274.410774410774,364.245810055866,729.306487695749
"460","Marshall",2015,318.069306930693,403.453689167975,710.926694329184
"461","Mills",2015,326.086956521739,347.938144329897,503.731343283582
"462","Mitchell",2015,165.80310880829,264.462809917355,561.40350877193
"463","Monona",2015,270.27027027027,426.829268292683,752.688172043011
"464","Monroe",2015,271.317829457364,397.727272727273,786.516853932584
"465","Montgomery",2015,462.857142857143,675,1446.42857142857
"466","Muscatine",2015,358.056265984655,415.738678544915,837.070254110613
"467","OBrien",2015,323.529411764706,533.980582524272,1006.09756097561
"468","Osceola",2015,121.827411167513,158.940397350993,282.352941176471
"469","Page",2015,297.752808988764,304.015296367113,1096.55172413793
"470","Palo Alto",2015,238.853503184713,306.122448979592,371.287128712871
"471","Plymouth",2015,181.25,201.109570041609,409.604519774011
"472","Pocahontas",2015,452.488687782805,645.161290322581,961.538461538462
"473","Polk",2015,232.317103999191,344.091657930208,761.896866191345
"474","Pottawattamie",2015,371.004566210046,506.625097427903,978.179082016554
"475","Poweshiek",2015,203.288490284006,489.208633093525,523.076923076923
"476","Ringgold",2015,190.909090909091,488.372093023256,617.647058823529
"477","Sac",2015,221.875,342.995169082126,461.038961038961
"478","Scott",2015,278.948177764109,377.20939904346,800.883002207506
"479","Shelby",2015,326.647564469914,368.932038834951,682.634730538922
"480","Sioux",2015,110.469314079422,125.822368421053,295.938104448743
"481","Story",2015,152.377762893503,268.278301886792,481.481481481481
"482","Tama",2015,436.594202898551,505.241090146751,1131.45539906103
"483","Taylor",2015,305.263157894737,436.09022556391,753.246753246753
"484","Union",2015,496.332518337408,517.857142857143,1549.61832061069
"485","Van Buren",2015,261.829652996845,538.961038961039,1482.14285714286
"486","Wapello",2015,387.40157480315,538.882803943045,1233.08270676692
"487","Warren",2015,172.299168975069,280.432822362489,419.70310391363
"488","Washington",2015,202.312138728324,318.761384335155,609.756097560976
"489","Wayne",2015,250,233.94495412844,621.951219512195
"490","Webster",2015,349.544072948328,557.575757575758,1062.35565819861
"491","Winnebago",2015,273.311897106109,323.19391634981,779.816513761468
"492","Winneshiek",2015,134.328358208955,181.818181818182,387.096774193548
"493","Woodbury",2015,291.287386215865,439.646712463199,740.495867768595
"494","Worth",2015,191.780821917808,227.027027027027,617.647058823529
"495","Wright",2015,371.153846153846,800.829875518672,1109.19540229885
"496","Adair",2014,328.571428571429,392.045454545455,650.943396226415
"497","Adams",2014,340,257.575757575758,441.558441558442
"498","Allamakee",2014,210.31746031746,296.918767507003,519.607843137255
"499","Appanoose",2014,300.884955752212,409.638554216867,844.72049689441
"500","Audubon",2014,278.145695364238,300,482.758620689655
"501","Benton",2014,193.168433451119,245.877061469265,442.048517520216
"502","Black Hawk",2014,298.486088379705,432.168246445498,901.730531520396
"503","Boone",2014,266.203703703704,397.236614853195,466.531440162272
"504","Bremer",2014,148.907103825137,185.374149659864,307.042253521127
"505","Buchanan",2014,185.228604923798,273.830155979203,554.385964912281
"506","Buena Vista",2014,186.788154897494,271.973466003317,495.468277945619
"507","Butler",2014,197.23865877712,231.481481481481,510.204081632653
"508","Calhoun",2014,230.529595015576,330.357142857143,718.446601941748
"509","Carroll",2014,206.043956043956,238.853503184713,537.634408602151
"510","Cass",2014,339.321357285429,488.505747126437,1752.57731958763
"511","Cedar",2014,261.029411764706,274.661508704062,468.646864686469
"512","Cerro Gordo",2014,283.819628647215,480.898876404494,1011.82033096927
"513","Cherokee",2014,371.428571428571,237.597911227154,529.069767441861
"514","Chickasaw",2014,231.678486997636,306.25,507.772020725389
"515","Clarke",2014,284.86646884273,264.462809917355,666.666666666667
"516","Clay",2014,239.61661341853,398.936170212766,721.153846153846
"517","Clayton",2014,199.021207177814,279.176201372998,422.145328719723
"518","Clinton",2014,359.457866823807,479.559748427673,1107.0780399274
"519","Crawford",2014,142.857142857143,316.489361702128,435.897435897436
"520","Dallas",2014,121.923620933522,173.092369477912,319.022945965951
"521","Davis",2014,127.320954907162,129.380053908356,648.648648648649
"522","Decatur",2014,342.857142857143,371.681415929204,743.362831858407
"523","Delaware",2014,173.57910906298,259.770114942529,362.179487179487
"524","Des Moines",2014,344.520547945205,481.33971291866,882.456140350877
"525","Dickinson",2014,234.468937875752,317.073170731707,764.705882352941
"526","Dubuque",2014,219.856194690265,357.624831309042,571.531272465852
"527","Emmet",2014,429.14979757085,344.155844155844,3117.64705882353
"528","Fayette",2014,286.649214659686,438.877755511022,912.5
"529","Floyd",2014,320.652173913043,422.434367541766,808.219178082192
"530","Franklin",2014,324.528301886792,407.582938388626,934.782608695652
"531","Fremont",2014,283.653846153846,276.995305164319,867.647058823529
"532","Greene",2014,331.147540983607,558.011049723757,1294.87179487179
"533","Grundy",2014,147.186147186147,205.438066465257,310.502283105023
"534","Guthrie",2014,314.079422382672,300,690.47619047619
"535","Hamilton",2014,337.719298245614,431.372549019608,770
"536","Hancock",2014,180.232558139535,213.058419243986,427.586206896552
"537","Hardin",2014,327.327327327327,736.486486486487,1313.25301204819
"538","Harrison",2014,253.897550111359,307.277628032345,750
"539","Henry",2014,186.785260482846,350.835322195704,542.435424354244
"540","Howard",2014,202.216066481994,247.457627118644,496.598639455782
"541","Humboldt",2014,262.996941896024,348.178137651822,803.738317757009
"542","Ida",2014,221.122112211221,387.28323699422,656.862745098039
"543","Iowa",2014,211.498973305955,249.394673123487,312.121212121212
"544","Jackson",2014,290.265486725664,355.748373101952,942.528735632184
"545","Jasper",2014,350.769230769231,616.216216216216,1157.36040609137
"546","Jefferson",2014,265.546218487395,840.425531914894,993.710691823899
"547","Johnson",2014,145.052833813641,237.048665620094,437.68115942029
"548","Jones",2014,246.815286624204,328.389830508475,591.603053435115
"549","Keokuk",2014,261.904761904762,316.546762589928,822.429906542056
"550","Kossuth",2014,166.315789473684,202.564102564103,478.787878787879
"551","Lee",2014,410.683012259194,510.337323177367,1090.6976744186
"552","Linn",2014,264.150943396226,354.103852596315,710.349462365591
"553","Louisa",2014,251.412429378531,340.996168582375,449.494949494949
"554","Lucas",2014,318.021201413428,430.622009569378,532.544378698225
"555","Lyon",2014,119.377162629758,220.447284345048,450.980392156863
"556","Madison",2014,305.309734513274,253.676470588235,616.071428571429
"557","Mahaska",2014,274.623406720742,452.290076335878,817.241379310345
"558","Marion",2014,215.348472983555,324.292452830189,529.865125240848
"559","Marshall",2014,337.301587301587,382.022471910112,602.125147579693
"560","Mills",2014,215.419501133787,241.730279898219,414.847161572052
"561","Mitchell",2014,146.153846153846,257.918552036199,606.382978723404
"562","Monona",2014,262.068965517241,365.384615384615,1187.5
"563","Monroe",2014,364.583333333333,527.638190954774,734.265734265734
"564","Montgomery",2014,567.567567567567,759.036144578313,1657.89473684211
"565","Muscatine",2014,332.132132132132,412.071535022355,918.604651162791
"566","OBrien",2014,270.916334661355,389.684813753582,1000
"567","Osceola",2014,268.722466960352,396.103896103896,709.302325581395
"568","Page",2014,370.37037037037,461.538461538462,1475.40983606557
"569","Palo Alto",2014,230.30303030303,336.283185840708,383.838383838384
"570","Plymouth",2014,144.154370034052,179.63224893918,394.409937888199
"571","Pocahontas",2014,314.285714285714,392.857142857143,634.615384615385
"572","Polk",2014,218.450602657876,316.162218577606,699.258037922506
"573","Pottawattamie",2014,363.055474876561,464.684014869888,874.125874125874
"574","Poweshiek",2014,192.537313432836,408.227848101266,614.285714285714
"575","Ringgold",2014,267.676767676768,460.869565217391,500
"576","Sac",2014,214.925373134328,347.826086956522,541.353383458647
"577","Scott",2014,258.708708708709,373.50964665077,716.722129783694
"578","Shelby",2014,264.397905759162,351.91637630662,711.267605633803
"579","Sioux",2014,104.477611940299,112.903225806452,292.275574112735
"580","Story",2014,143.215180809166,209.863588667366,468.384074941452
"581","Tama",2014,421.252371916509,453.98773006135,932.773109243697
"582","Taylor",2014,308.900523560209,453.846153846154,1072.72727272727
"583","Union",2014,345.537757437071,440.233236151603,926.380368098159
"584","Van Buren",2014,164.670658682635,404.411764705882,705.128205128205
"585","Wapello",2014,415.606446140797,488.534396809571,1361.11111111111
"586","Warren",2014,233.373639661427,289.138576779026,503.259452411995
"587","Washington",2014,193.585337915235,374.722838137472,592.982456140351
"588","Wayne",2014,183.333333333333,138.655462184874,347.368421052632
"589","Webster",2014,314.84375,445.303867403315,1206.58682634731
"590","Winnebago",2014,211.480362537764,264.150943396226,736.842105263158
"591","Winneshiek",2014,175.64870259481,186.440677966102,448.979591836735
"592","Woodbury",2014,278.125674800259,420.091324200913,739.380022962112
"593","Worth",2014,289.592760180996,340.425531914894,771.084337349398
"594","Wright",2014,294.715447154472,514.184397163121,884.146341463415
"595","Adair",2013,317.757009345794,365.591397849462,601.769911504425
"596","Adams",2013,509.615384615385,434.426229508197,716.216216216216
"597","Allamakee",2013,228.628230616302,307.486631016043,664.739884393064
"598","Appanoose",2013,379.474940334129,394.54094292804,1104.16666666667
"599","Audubon",2013,193.939393939394,238.805970149254,457.142857142857
"600","Benton",2013,221.743810548977,308.383233532934,460.850111856823
"601","Black Hawk",2013,284.126365054602,460.78431372549,847.585805700989
"602","Boone",2013,292.149292149292,363.2,497.80701754386
"603","Bremer",2013,151.633986928105,197.278911564626,397.260273972603
"604","Buchanan",2013,216.400911161731,289.634146341463,867.579908675799
"605","Buena Vista",2013,246.835443037975,443.181818181818,762.214983713355
"606","Butler",2013,234.657039711191,324.189526184539,628.019323671498
"607","Calhoun",2013,255.255255255255,402.843601895735,1440.67796610169
"608","Carroll",2013,217.678100263852,264,611.111111111111
"609","Cass",2013,288.343558282209,366.233766233766,1658.82352941176
"610","Cedar",2013,284.779050736498,352.226720647773,525.679758308157
"611","Cerro Gordo",2013,304.404996712689,495.717344753747,1254.74254742547
"612","Cherokee",2013,292.857142857143,239.067055393586,611.940298507463
"613","Chickasaw",2013,211.363636363636,285.276073619632,497.326203208556
"614","Clarke",2013,242.647058823529,308.411214953271,469.194312796209
"615","Clay",2013,297.872340425532,514.435695538058,937.799043062201
"616","Clayton",2013,200,301.176470588235,475.836431226766
"617","Clinton",2013,339.93399339934,497.584541062802,1043.91891891892
"618","Crawford",2013,176.470588235294,371.359223300971,602.362204724409
"619","Dallas",2013,121.828908554572,160.45066045066,299.275362318841
"620","Davis",2013,224.719101123595,207.253886010363,1230.76923076923
"621","Decatur",2013,424.242424242424,497.777777777778,1018.18181818182
"622","Delaware",2013,170.807453416149,252.873563218391,388.6925795053
"623","Des Moines",2013,346.981263011797,451.6711833785,988.142292490119
"624","Dickinson",2013,250.92936802974,425.867507886435,854.430379746835
"625","Dubuque",2013,262.068965517241,422.034651266104,686.912509038322
"626","Emmet",2013,500,321.022727272727,1915.25423728814
"627","Fayette",2013,279.10447761194,334.525939177102,935
"628","Floyd",2013,338.842975206612,470.183486238532,1073.29842931937
"629","Franklin",2013,274.31421446384,491.071428571429,1037.7358490566
"630","Fremont",2013,286.324786324786,308.755760368664,779.069767441861
"631","Greene",2013,299.382716049383,577.380952380952,776
"632","Grundy",2013,149.350649350649,205.357142857143,345
"633","Guthrie",2013,382.758620689655,389.473684210526,834.586466165414
"634","Hamilton",2013,428.246013667426,480.818414322251,786.610878661088
"635","Hancock",2013,285.245901639344,230.769230769231,659.090909090909
"636","Hardin",2013,381.520119225037,823.151125401929,1532.93413173653
"637","Harrison",2013,266.958424507659,304.239401496259,938.461538461538
"638","Henry",2013,376.044568245125,513.307984790874,978.260869565217
"639","Howard",2013,209.411764705882,334.586466165414,767.241379310345
"640","Humboldt",2013,331.34328358209,392.226148409894,1275.86206896552
"641","Ida",2013,313.782991202346,748.251748251748,1258.82352941176
"642","Iowa",2013,251.03734439834,266.519823788546,384.126984126984
"643","Jackson",2013,337.370242214533,407.098121085595,1054.05405405405
"644","Jasper",2013,390.712570056045,586.538461538462,1094.17040358744
"645","Jefferson",2013,289.628180039139,732.673267326733,747.474747474747
"646","Johnson",2013,150.189393939394,271.854645183408,483.831604636974
"647","Jones",2013,232.08722741433,313.025210084034,543.795620437956
"648","Keokuk",2013,303.258145363409,493.877551020408,1287.23404255319
"649","Kossuth",2013,225.206611570248,275.949367088608,694.267515923567
"650","Lee",2013,395.869191049914,524.515393386545,1277.77777777778
"651","Linn",2013,282.902354303358,354.049267428755,767.807262569832
"652","Louisa",2013,259.887005649717,336.996336996337,457.71144278607
"653","Lucas",2013,325.088339222615,407.079646017699,494.623655913978
"654","Lyon",2013,80.1815431164902,195.571955719557,283.422459893048
"655","Madison",2013,360.381861575179,247.947454844007,653.679653679654
"656","Mahaska",2013,323.595505617977,555.984555984556,956.810631229236
"657","Marion",2013,218.798151001541,341.756919374248,507.142857142857
"658","Marshall",2013,401.703335699077,395.251396648045,750.663129973475
"659","Mills",2013,316.964285714286,319.101123595506,679.425837320574
"660","Mitchell",2013,147.420147420147,283.018867924528,508.474576271186
"661","Monona",2013,280,346.846846846847,726.415094339623
"662","Monroe",2013,326.996197718631,405.660377358491,593.103448275862
"663","Montgomery",2013,547.619047619048,560.975609756098,1563.1067961165
"664","Muscatine",2013,305.389221556886,386.949924127466,960.45197740113
"665","OBrien",2013,317.073170731707,344.578313253012,817.142857142857
"666","Osceola",2013,209.677419354839,335.483870967742,571.428571428571
"667","Page",2013,366.920152091255,536.111111111111,1286.66666666667
"668","Palo Alto",2013,255.813953488372,366.666666666667,486.187845303867
"669","Plymouth",2013,197.879858657244,233.983286908078,443.271767810026
"670","Pocahontas",2013,475.728155339806,573.099415204678,915.88785046729
"671","Polk",2013,236.802724598793,346.235098838087,734.475032010243
"672","Pottawattamie",2013,343.83637368712,494.042891183479,1066.89536878216
"673","Poweshiek",2013,272.590361445783,530.791788856305,952.631578947368
"674","Ringgold",2013,230.769230769231,351.5625,348.837209302326
"675","Sac",2013,219.373219373219,350,553.956834532374
"676","Scott",2013,291.735661598675,429.711751662971,789.087947882736
"677","Shelby",2013,286.075949367089,421.641791044776,733.766233766234
"678","Sioux",2013,95.4063604240283,114.213197969543,271.084337349398
"679","Story",2013,213.588588588589,315.585135884637,617.136659436009
"680","Tama",2013,357.142857142857,396.341463414634,615.141955835962
"681","Taylor",2013,270.531400966184,466.666666666667,949.152542372881
"682","Union",2013,441.037735849057,548.387096774194,1214.28571428571
"683","Van Buren",2013,175.792507204611,480.314960629921,677.777777777778
"684","Wapello",2013,380.368098159509,531.618435155413,1281.65374677003
"685","Warren",2013,258.265751715533,306.213017751479,502.427184466019
"686","Washington",2013,222.469410456062,478.468899521531,630.914826498423
"687","Wayne",2013,320.261437908497,188.461538461538,526.881720430108
"688","Webster",2013,375.191424196018,535.51912568306,1590.90909090909
"689","Winnebago",2013,307.167235494881,347.490347490348,1304.34782608696
"690","Winneshiek",2013,164.150943396226,193.763919821826,475.409836065574
"691","Woodbury",2013,286.160249739854,466.576179165253,920.348058902276
"692","Worth",2013,250,371.25748502994,815.789473684211
"693","Wright",2013,418.708240534521,551.319648093842,1105.88235294118
"694","Adair",2012,247.747747747748,298.913043478261,462.18487394958
"695","Adams",2012,412.371134020619,320,500
"696","Allamakee",2012,160.202360876897,277.777777777778,637.58389261745
"697","Appanoose",2012,414.519906323185,437.037037037037,759.656652360515
"698","Audubon",2012,240,302.158273381295,506.024096385542
"699","Benton",2012,245.958429561201,296.657381615599,419.291338582677
"700","Black Hawk",2012,296.998420221169,452.739313666466,915.956151035323
"701","Boone",2012,321.644498186215,438.220757825371,574.51403887689
"702","Bremer",2012,180.836707152497,214.74358974359,531.746031746032
"703","Buchanan",2012,183.982683982684,264.797507788162,696.72131147541
"704","Buena Vista",2012,258.426966292135,370.967741935484,741.935483870968
"705","Butler",2012,239.929947460595,329.326923076923,713.541666666667
"706","Calhoun",2012,271.844660194175,387.096774193548,1090.90909090909
"707","Carroll",2012,215.864759427828,252.663622526636,590.747330960854
"708","Cass",2012,284.671532846715,477.064220183486,1418.18181818182
"709","Cedar",2012,243.243243243243,307.228915662651,443.478260869565
"710","Cerro Gordo",2012,312.783906554186,526.775956284153,1361.58192090395
"711","Cherokee",2012,342.281879194631,317.757009345794,822.58064516129
"712","Chickasaw",2012,228.699551569507,310.030395136778,490.384615384615
"713","Clarke",2012,324.120603015075,387.387387387387,522.267206477733
"714","Clay",2012,274.052478134111,453.012048192771,1062.14689265537
"715","Clayton",2012,252.279635258359,395.238095238095,640.926640926641
"716","Clinton",2012,352.941176470588,606.617647058824,1208.79120879121
"717","Crawford",2012,173.553719008264,352.517985611511,706.730769230769
"718","Dallas",2012,115.350223546945,157.701711491443,346.774193548387
"719","Davis",2012,144.208037825059,196.774193548387,610
"720","Decatur",2012,369.747899159664,341.085271317829,1353.84615384615
"721","Delaware",2012,259.927797833935,265.193370165746,669.767441860465
"722","Des Moines",2012,391.449565798263,604.747162022704,1174.34869739479
"723","Dickinson",2012,226.713532513181,522.267206477733,1216.98113207547
"724","Dubuque",2012,246.753246753247,407.324698526128,658.008658008658
"725","Emmet",2012,320.113314447592,375.415282392027,795.774647887324
"726","Fayette",2012,354.046242774566,475.728155339806,1237.37373737374
"727","Floyd",2012,292.332268370607,494.594594594595,1039.77272727273
"728","Franklin",2012,275.058275058275,538.812785388128,825.174825174825
"729","Fremont",2012,214.574898785425,266.331658291457,504.761904761905
"730","Greene",2012,279.411764705882,608.974358974359,568.862275449102
"731","Grundy",2012,146.868250539957,200,330.097087378641
"732","Guthrie",2012,428.057553956835,388.888888888889,901.515151515152
"733","Hamilton",2012,348.387096774194,386.634844868735,663.934426229508
"734","Hancock",2012,255.892255892256,199.475065616798,649.57264957265
"735","Hardin",2012,279.72972972973,680.921052631579,1137.36263736264
"736","Harrison",2012,220.858895705521,263.414634146341,870.967741935484
"737","Henry",2012,278.620689655172,419.087136929461,737.226277372263
"738","Howard",2012,260.975609756098,386.281588447653,891.666666666667
"739","Humboldt",2012,239.8753894081,255.813953488372,693.693693693694
"740","Ida",2012,190.769230769231,382.716049382716,826.666666666667
"741","Iowa",2012,205.992509363296,243.90243902439,511.627906976744
"742","Jackson",2012,292.22972972973,352.34215885947,901.041666666667
"743","Jasper",2012,377.93427230047,606.78391959799,997.933884297521
"744","Jefferson",2012,232.954545454545,588.516746411483,640.625
"745","Johnson",2012,166.666666666667,287.461773700306,555.11811023622
"746","Jones",2012,260.174418604651,398.663697104677,594.68438538206
"747","Keokuk",2012,309.192200557103,438.735177865613,1305.88235294118
"748","Kossuth",2012,210.743801652893,261.538461538462,593.023255813954
"749","Lee",2012,376.751854905194,557.997557997558,1317.00288184438
"750","Linn",2012,248.66276900112,332.170156198072,704.866008462623
"751","Louisa",2012,329.639889196676,388.888888888889,672.316384180791
"752","Lucas",2012,257.96178343949,373.271889400922,445.054945054945
"753","Lyon",2012,128.284389489954,274.834437086093,397.129186602871
"754","Madison",2012,242.171189979123,194.304857621441,471.544715447154
"755","Mahaska",2012,361.820199778024,619.771863117871,1202.9520295203
"756","Marion",2012,233.99209486166,315.901814300961,572.533849129594
"757","Marshall",2012,397.260273972603,445.501097293343,769.911504424779
"758","Mills",2012,244.274809160305,323.232323232323,727.272727272727
"759","Mitchell",2012,115,214.953271028037,345.864661654135
"760","Monona",2012,320,459.33014354067,1215.18987341772
"761","Monroe",2012,326.007326007326,451.776649746193,626.760563380282
"762","Montgomery",2012,482.093663911846,788.288288288288,1305.97014925373
"763","Muscatine",2012,312.913907284768,476.470588235294,1069.81132075472
"764","OBrien",2012,286.806883365201,461.538461538462,789.473684210526
"765","Osceola",2012,112.781954887218,211.267605633803,291.26213592233
"766","Page",2012,335.974643423138,818.532818532819,1752.06611570248
"767","Palo Alto",2012,246.987951807229,315.384615384615,535.947712418301
"768","Plymouth",2012,179.763186221744,240.634005763689,466.480446927374
"769","Pocahontas",2012,507.317073170732,634.146341463415,1300
"770","Polk",2012,228.317118608984,331.529906822964,726.135615536537
"771","Pottawattamie",2012,326.681246582832,480.498592681946,1020.49530315969
"772","Poweshiek",2012,334.855403348554,674.846625766871,823.970037453184
"773","Ringgold",2012,146.919431279621,240.31007751938,267.241379310345
"774","Sac",2012,189.25831202046,336.363636363636,524.822695035461
"775","Scott",2012,282.221240241567,438.443935926773,750.783699059561
"776","Shelby",2012,238.095238095238,312.5,435.897435897436
"777","Sioux",2012,95.0134770889488,126.230975828111,337.320574162679
"778","Story",2012,177.447861435136,274.31693989071,594.082840236686
"779","Tama",2012,324.534161490683,486.046511627907,723.18339100346
"780","Taylor",2012,218.009478672986,338.235294117647,938.775510204082
"781","Union",2012,508.021390374332,431.818181818182,1439.39393939394
"782","Van Buren",2012,297.935103244838,759.398496240602,1030.61224489796
"783","Wapello",2012,414.705882352941,583.850931677019,1703.92749244713
"784","Warren",2012,203.107019562716,279.051383399209,464.473684210526
"785","Washington",2012,207.158351409978,441.108545034642,535.014005602241
"786","Wayne",2012,257.48502994012,176.954732510288,398.148148148148
"787","Webster",2012,395.993836671803,560.523446019629,1869.09090909091
"788","Winnebago",2012,275.409836065574,321.83908045977,865.979381443299
"789","Winneshiek",2012,112.338858195212,115.31190926276,340.782122905028
"790","Woodbury",2012,262.617621899059,390.461049284579,784.664536741214
"791","Worth",2012,217.741935483871,343.949044585987,771.428571428571
"792","Wright",2012,459.459459459459,546.916890080429,985.507246376812
"793","Adair",2011,280.632411067194,367.875647668394,806.818181818182
"794","Adams",2011,607.476635514019,532.786885245902,1160.71428571429
"795","Allamakee",2011,229.885057471264,403.458213256484,972.222222222222
"796","Appanoose",2011,365.909090909091,393.643031784841,725.225225225225
"797","Audubon",2011,367.875647668394,533.834586466165,1183.33333333333
"798","Benton",2011,270.056497175141,326.949384404925,445.89552238806
"799","Black Hawk",2011,316.241021548284,481.762917933131,894.974590626765
"800","Boone",2011,332.56351039261,480,711.111111111111
"801","Bremer",2011,183.116883116883,231.147540983607,514.598540145985
"802","Buchanan",2011,228.85032537961,308.479532163743,827.450980392157
"803","Buena Vista",2011,295.612009237875,468.864468864469,898.245614035088
"804","Butler",2011,246.45390070922,337.378640776699,808.139534883721
"805","Calhoun",2011,227.564102564103,330.232558139535,682.692307692308
"806","Carroll",2011,189.122373300371,254.152823920266,595.330739299611
"807","Cass",2011,292.517006802721,589.041095890411,1365.07936507937
"808","Cedar",2011,266.025641025641,320.46332046332,486.803519061584
"809","Cerro Gordo",2011,359.425962165688,602.185792349727,1334.14043583535
"810","Cherokee",2011,348.484848484848,404.929577464789,1138.61386138614
"811","Chickasaw",2011,226.457399103139,300.595238095238,517.948717948718
"812","Clarke",2011,368.098159509202,415.22491349481,418.118466898955
"813","Clay",2011,346.213292117465,542.372881355932,1185.18518518519
"814","Clayton",2011,192.846034214619,279.279279279279,512.396694214876
"815","Clinton",2011,365.723438334223,606.194690265487,1151.26050420168
"816","Crawford",2011,195.244055068836,347.438752783964,658.227848101266
"817","Dallas",2011,135.702746365105,168.606985146528,359.281437125748
"818","Davis",2011,215.346534653465,269.349845201238,1023.52941176471
"819","Decatur",2011,462.962962962963,348.432055749129,1666.66666666667
"820","Delaware",2011,240.549828178694,257.352941176471,666.666666666667
"821","Des Moines",2011,392.338177014531,554.10447761194,1253.16455696203
"822","Dickinson",2011,218.531468531469,508.130081300813,1116.07142857143
"823","Dubuque",2011,259.063244244509,457.049486461251,688.466947960619
"824","Emmet",2011,383.75350140056,563.786008230453,724.867724867725
"825","Fayette",2011,348.238482384824,558.695652173913,1040.48582995951
"826","Floyd",2011,323.170731707317,566.844919786096,1261.90476190476
"827","Franklin",2011,273.684210526316,379.56204379562,764.705882352941
"828","Fremont",2011,196.22641509434,279.569892473118,547.368421052632
"829","Greene",2011,339.506172839506,604.395604395604,575.916230366492
"830","Grundy",2011,164.904862579281,250.8038585209,390
"831","Guthrie",2011,249.169435215947,245.098039215686,496.688741721854
"832","Hamilton",2011,245.874587458746,356.459330143541,593.625498007968
"833","Hancock",2011,176.966292134831,179.487179487179,459.85401459854
"834","Hardin",2011,358.974358974359,714.714714714715,1314.91712707182
"835","Harrison",2011,225.865209471767,329.787234042553,815.789473684211
"836","Henry",2011,309.746328437917,391.891891891892,648.04469273743
"837","Howard",2011,215.827338129496,355.731225296443,633.802816901409
"838","Humboldt",2011,254.237288135593,316.901408450704,1111.11111111111
"839","Ida",2011,216.56050955414,395.348837209302,809.52380952381
"840","Iowa",2011,204.262877442274,269.320843091335,563.725490196078
"841","Jackson",2011,336.633663366337,441.558441558442,1236.36363636364
"842","Jasper",2011,328.054298642534,533.088235294118,1030.80568720379
"843","Jefferson",2011,307.535641547862,553.113553113553,1086.3309352518
"844","Johnson",2011,165.93799682035,297.895112379593,548.260013131976
"845","Jones",2011,335.843373493976,460.743801652893,677.811550151976
"846","Keokuk",2011,358.490566037736,483.636363636364,1750
"847","Kossuth",2011,235.42600896861,243.055555555556,905.172413793103
"848","Lee",2011,400,652.741514360313,1501.5015015015
"849","Linn",2011,263.020184400698,350.257176041148,745.146487822097
"850","Louisa",2011,330.073349633252,515.267175572519,685.279187817259
"851","Lucas",2011,297.805642633229,424.107142857143,489.690721649485
"852","Lyon",2011,143.572621035058,245.014245014245,401.869158878505
"853","Madison",2011,248.565965583174,218.487394957983,588.235294117647
"854","Mahaska",2011,321.540062434964,607.072691552063,1140.22140221402
"855","Marion",2011,194.244604316547,261.009667024705,460.227272727273
"856","Marshall",2011,352.346999405823,495.405179615706,899.848254931715
"857","Mills",2011,193.708609271523,321.428571428571,854.014598540146
"858","Mitchell",2011,159.139784946237,395.72192513369,560.606060606061
"859","Monona",2011,265.37216828479,369.369369369369,931.818181818182
"860","Monroe",2011,277.19298245614,413.612565445026,1234.375
"861","Montgomery",2011,485.294117647059,904.109589041096,1222.22222222222
"862","Muscatine",2011,347.229840921558,539.641943734015,1178.77094972067
"863","OBrien",2011,320.072332730561,582.236842105263,1085.88957055215
"864","Osceola",2011,183.908045977011,271.186440677966,489.795918367347
"865","Page",2011,375.838926174497,775.086505190311,1882.35294117647
"866","Palo Alto",2011,257.452574525745,378.486055776892,714.285714285714
